Montant,Ecart_Montant_Habituel,Nouveau_Destinataire,Heure_Transaction,Frequence_Transactions_24h,Delai_Depuis_Derniere_Min,Nb_Destinataires_Distincts_7j,Changement_Appareil,Fraude
48357.0,1.0398840850802686,0,20.0,1,237.5,3,1,0
11655.0,0.8521743070795573,0,14.0,1,1561.7,3,0,0
21423.0,0.7388499085179229,0,16.0,2,190.4,0,0,0
19270.0,0.9120233837996018,0,12.0,2,349.0,1,0,0
18249.0,0.9440752291958399,1,15.0,2,24.7,5,0,0
5444.0,0.9502321030056338,0,23.0,0,203.4,3,0,0
15847.0,0.4686004188673385,0,11.0,0,185.0,4,0,0
35078.0,1.0578131387764727,0,16.0,2,1133.9,1,0,0
15801.0,0.7507271917732468,0,8.0,1,1414.9,2,0,0
12303.0,0.8671817045118797,0,10.0,4,2055.5,3,0,0
3669.0,0.8878027709601464,0,7.0,2,390.6,0,1,0
23751.0,0.6840594392189672,0,12.0,0,353.9,2,0,0
28505.0,1.716512055365929,1,4.0,5,14.2,9,1,1
19584.0,1.252955294058894,0,18.0,2,975.7,5,0,0
6147.0,1.104871646365872,0,17.0,3,434.1,2,0,1
26399.0,1.0536788492638283,0,10.0,0,394.5,3,0,0
13239.0,0.743057456259745,0,11.0,2,320.3,0,0,0
28639.0,1.6593418852674977,0,9.0,1,950.5,1,0,1
19262.0,0.7887100881800448,0,11.0,1,1349.7,3,0,0
9237.0,0.9267604373421787,0,15.0,1,19.7,1,0,0
10884.0,0.5862892212480196,0,17.0,3,115.1,1,0,1
12294.0,0.8561104987626152,0,14.0,1,257.5,3,0,0
1054.0,1.1914699156032824,1,19.0,2,220.8,0,0,0
9046.0,1.3676863663721976,0,17.0,1,315.5,0,0,0
2398.0,1.0737098403038376,1,18.0,1,176.5,5,0,0
27351.0,1.0661313100270635,0,19.0,1,15.7,1,0,0
28741.0,1.2528878597696642,0,11.0,2,119.6,1,0,0
11419.0,1.3083679639703423,0,6.0,1,981.3,1,0,0
75548.0,4.694882855957452,0,3.0,7,10.0,5,0,1
17528.0,1.2043569568089167,0,12.0,2,64.2,4,0,0
39042.0,1.2430531260549973,0,9.0,4,174.5,3,0,0
27483.0,6.125454809988924,1,3.0,5,60.6,8,1,1
6265.0,1.1069025582107839,0,22.0,3,461.3,1,0,0
13888.0,0.9195586311241273,0,14.0,1,171.2,2,0,0
12035.0,0.36586366025369843,0,8.0,4,1717.5,3,0,0
32670.0,1.1567219303628815,0,22.0,1,221.2,2,0,0
15379.0,1.1748161264896309,0,18.0,3,515.1,0,0,0
16902.0,0.7002684115147242,0,20.0,0,93.4,5,0,0
14162.0,0.6351930570239976,0,17.0,2,341.2,3,0,0
7135.0,1.3448053131059496,0,10.0,0,1451.2,3,0,0
28387.0,0.798342221718204,0,13.0,5,990.7,0,0,0
46414.0,0.894132973945383,0,14.0,3,229.9,1,0,0
20141.0,5.8961195522170815,0,22.0,6,32.4,9,1,1
13507.0,1.3879193152387295,0,14.0,2,381.3,4,0,0
8313.0,0.802686776519696,0,18.0,0,87.5,2,0,0
1917.0,1.1865413083732268,0,21.0,0,35.7,1,0,0
22164.0,0.8877600272997801,0,10.0,4,589.1,2,0,0
28338.0,1.2748039552024586,0,12.0,0,268.0,2,0,0
22291.0,1.0767220551732648,0,11.0,2,289.5,3,0,0
17372.0,1.0928901054234572,0,14.0,4,1007.7,3,0,1
7208.0,0.7237372934463828,0,12.0,1,607.7,0,0,0
16630.0,1.4045127102632096,0,12.0,1,536.2,3,0,0
17935.0,0.6479033145635683,0,10.0,2,171.7,3,0,0
19050.0,1.0341304456546077,1,13.0,1,569.4,5,0,0
10848.0,0.858189972297913,0,13.0,1,116.4,0,0,0
29685.0,4.38486199098484,1,22.0,6,1.0,9,0,1
13553.0,0.9551878392859542,0,18.0,1,189.2,1,0,1
3284.0,1.0324379029492459,0,8.0,1,201.7,4,0,0
233707.0,3.346393490594283,0,21.0,7,99.5,4,1,1
7578.0,1.024250143863569,0,20.0,2,21.7,1,0,0
5553.0,1.6298089538612541,0,22.0,1,154.5,2,0,0
8580.0,1.1644329305381675,1,19.0,2,1208.7,4,0,0
10669.0,0.7439466361973622,0,17.0,1,540.8,1,1,0
30906.0,1.254183576809793,0,7.0,4,68.2,0,1,0
29090.0,1.0188007662376048,0,16.0,2,578.3,3,0,0
25857.0,1.0373255041628389,1,17.0,1,393.0,1,0,0
9465.0,0.8014828245504269,0,14.0,3,304.4,4,0,0
27338.0,2.643126603941237,1,21.0,6,3.0,2,1,1
5893.0,1.3961014582435158,0,18.0,1,506.8,3,0,0
10186.0,1.1272800965331897,0,7.0,2,547.9,1,0,0
9881.0,0.5656446838073965,0,19.0,2,608.4,4,0,0
94400.0,6.541541642567481,1,3.0,6,4.0,3,1,1
15544.0,0.9319970647799664,0,14.0,2,775.2,1,0,0
13530.0,1.3585899643672237,0,15.0,1,128.2,4,0,0
19175.0,0.5631759167479786,1,15.0,1,390.6,1,0,0
2760.0,1.0792411003711764,1,13.0,2,90.7,3,0,0
11735.0,1.1505460297176053,0,10.0,2,354.6,2,0,0
11793.0,1.1018992638554086,0,10.0,1,240.2,4,0,0
7439.0,1.2408058349159181,0,12.0,1,565.5,0,0,1
6241.0,0.8097716300481206,0,15.0,2,189.2,4,1,0
20415.0,1.216984964506316,1,15.0,1,2671.0,1,0,0
32726.0,1.04809340618425,1,23.0,1,1515.5,4,0,0
89830.0,1.0591170541324244,1,23.0,6,2.4,8,1,1
14247.0,0.8321910472256201,0,10.0,1,21.0,5,0,1
40135.0,1.1321919089274088,0,22.0,1,182.2,2,0,0
6750.0,1.0081362579404811,0,10.0,2,83.1,3,0,0
2771.0,0.755305810578478,0,11.0,3,397.4,1,0,0
22558.0,1.1882915153954,0,18.0,1,142.2,3,0,0
25454.0,1.1068038501145965,0,20.0,2,651.9,2,0,0
7855.0,1.0552438483950615,0,14.0,1,314.2,4,0,0
30663.0,1.4024975984840142,1,20.0,3,228.2,2,0,0
9117.0,1.091450183273424,0,12.0,2,319.4,1,0,0
12980.0,1.004170294720193,0,7.0,3,348.4,2,0,0
9398.0,0.9523639565164792,0,13.0,0,51.1,3,0,0
3996.0,1.0115743148193348,1,13.0,3,92.3,1,0,0
18110.0,1.3812029395300145,0,12.0,0,12.2,2,0,0
27019.0,0.884537154766572,0,12.0,2,135.7,3,0,0
12617.0,1.3528514516198553,0,12.0,2,222.8,2,0,0
53374.0,0.6026304272658367,1,11.0,2,747.8,2,0,0
28688.0,1.0621273608767767,0,14.0,2,157.0,0,0,0
12911.0,1.115137773658578,0,9.0,3,38.3,3,0,0
8766.0,0.6554618906900889,0,17.0,0,320.3,2,0,0
20125.0,0.6405776817582776,0,19.0,4,875.3,1,0,1
17259.0,0.9236300641905988,0,7.0,0,19.9,1,0,0
18407.0,0.9567084494168899,0,14.0,2,51.5,0,0,0
12628.0,1.3989306208976546,0,15.0,2,869.1,1,0,0
18884.0,1.3215211710535777,0,20.0,2,64.1,1,0,0
13239.0,1.4131495226976107,1,16.0,3,329.9,0,1,0
7962.0,0.8815727558580121,0,17.0,1,104.8,1,0,0
13411.0,1.3887053669772338,0,12.0,3,57.2,2,0,0
31719.0,0.9354881683572733,0,8.0,2,634.7,3,0,0
16437.0,0.8005294303603924,0,16.0,2,937.3,2,0,0
8756.0,0.845535971884522,0,12.0,1,121.4,1,0,0
6890.0,1.65839889513484,0,18.0,0,207.7,2,0,0
24790.0,0.7790749562857986,0,21.0,2,213.9,2,0,0
13768.0,1.3924490851564348,0,6.0,1,100.6,2,0,0
35842.0,0.9444486187072784,0,16.0,3,47.1,0,0,0
19115.0,0.5315868046561969,0,13.0,3,9.4,0,0,0
26578.0,5.976036100323131,1,21.0,4,4.2,9,1,1
2821.0,1.256153279430217,0,3.0,3,151.9,0,0,0
7609.0,0.8896374853916937,1,13.0,3,588.5,5,0,0
13175.0,0.9722126504568933,1,14.0,2,787.3,2,0,1
17133.0,1.2731646889095032,0,20.0,1,68.0,5,0,0
38253.0,0.7020057935117612,0,18.0,0,158.0,2,0,0
5045.0,1.2381458961587302,0,18.0,1,117.7,0,1,0
37120.0,3.451206954653895,1,1.0,7,0.5,11,1,1
53303.0,7.089161615165775,1,22.0,2,7.3,7,0,1
47460.0,0.42665233925794843,0,17.0,0,104.8,1,0,0
8933.0,1.0844910484180952,0,7.0,1,492.2,4,0,0
82166.0,1.5105023593570435,1,22.0,5,57.0,12,0,1
13296.0,2.4159889135239063,1,2.0,9,1.4,6,1,1
3530.0,0.918178022154861,0,12.0,0,47.0,3,0,0
35193.0,0.9094077413591053,0,13.0,2,398.8,1,0,0
10055.0,1.2822645423810752,1,12.0,4,317.2,4,0,0
8761.0,6.79484315481065,1,2.0,5,22.9,11,0,1
15808.0,0.7475160552569047,0,17.0,1,699.8,0,0,0
23549.0,1.2086085386119239,0,15.0,2,219.7,4,0,0
7074.0,1.4215432464365452,0,19.0,1,223.2,0,0,0
13541.0,0.926107198369218,0,13.0,1,628.4,0,0,0
26487.0,1.1459585770321667,0,17.0,0,84.5,2,0,0
5319.0,1.0527134705349446,0,11.0,2,1148.4,0,0,0
29197.0,0.9865804736907452,0,16.0,3,57.1,0,0,0
19322.0,1.1808822116822015,0,14.0,2,49.3,1,0,0
12364.0,0.9877433713836226,0,20.0,2,73.3,1,0,0
5306.0,0.952335459707701,0,10.0,2,243.2,1,0,0
57758.0,3.9340869879383913,0,2.0,9,0.5,8,0,1
2592.0,1.2350886549038012,0,19.0,0,46.0,2,0,0
43234.0,0.7066072503624963,0,19.0,3,446.9,1,0,0
12025.0,1.0711024212456595,0,16.0,2,1088.7,2,0,0
10466.0,1.060250074103669,0,11.0,0,218.3,4,0,0
13123.0,3.413385681679974,1,22.0,4,0.1,7,0,0
7835.0,1.3112512384495902,0,12.0,2,450.8,2,0,0
9350.0,1.0193941517789216,0,17.0,3,364.6,1,0,0
48058.0,1.0914583231660786,0,12.0,3,1350.0,2,0,0
58549.0,0.7949264244186829,0,14.0,1,57.0,1,0,0
5762.0,0.7797907505414805,0,7.0,4,252.9,1,0,0
11075.0,1.1157669902689848,0,15.0,0,695.1,1,0,0
19778.0,1.0884059578477567,1,16.0,0,148.4,3,0,0
9957.0,1.244538712458632,0,5.0,2,1035.2,2,0,0
30867.0,0.6364701261741763,0,9.0,0,571.2,1,0,0
16344.0,0.9726606238080425,0,10.0,1,174.9,1,0,0
7222.0,0.8926630436817676,0,13.0,1,404.8,1,1,1
7793.0,0.8360771027507321,0,13.0,1,392.9,1,0,0
11636.0,0.7639355124872775,0,15.0,3,933.8,5,0,0
41098.0,0.6560898284242505,0,9.0,1,179.9,2,0,0
11297.0,0.810729743177748,0,15.0,2,183.4,0,0,0
24229.0,1.4598844138739362,0,18.0,1,427.2,1,1,0
26510.0,1.2048187038323424,1,14.0,2,45.8,1,1,0
3061.0,1.203104062910493,1,22.0,1,565.2,2,0,0
27556.0,0.9267954110573885,0,8.0,0,105.5,1,0,0
17303.0,1.4022013743267143,0,18.0,0,797.3,2,0,0
34408.0,0.9009918654390148,1,21.0,0,182.0,2,0,0
5600.0,1.5057661068195025,0,6.0,0,8.0,4,0,0
5376.0,1.2622129474311403,0,12.0,1,627.7,1,0,0
4746.0,1.1621344336802455,0,16.0,0,203.6,1,0,0
4415.0,1.1897983771346603,0,19.0,4,204.3,0,0,0
13407.0,0.6572485984297068,0,12.0,2,99.9,0,0,0
8805.0,1.0618782139512744,0,12.0,2,113.5,2,0,0
22949.0,1.2927653806654626,0,18.0,0,1595.3,2,0,0
5575.0,0.756526644589656,0,17.0,5,625.8,2,0,0
18897.0,0.9273578826545104,0,11.0,1,383.3,4,0,0
18004.0,0.975189397318257,0,15.0,1,1331.3,1,0,0
17919.0,5.144966636251617,1,4.0,8,15.3,8,0,1
16763.0,0.8123569725724745,1,23.0,1,688.6,3,0,0
37119.0,0.9173823826572439,0,15.0,3,311.1,3,0,0
31558.0,1.413169554054608,0,21.0,2,46.4,3,0,0
5246.0,0.8854475314451279,0,13.0,1,898.9,3,0,0
35797.0,0.880047278660376,0,11.0,5,393.8,2,0,0
33652.0,1.3839363678056655,1,20.0,2,258.7,5,0,0
8915.0,0.9266096217585674,0,13.0,2,535.8,2,0,0
6758.0,0.7480097444840283,0,19.0,4,177.0,3,0,0
13546.0,1.2987751884204903,0,12.0,0,367.0,2,0,0
22125.0,1.175731943339236,0,14.0,2,36.1,2,0,0
11650.0,1.488890209641922,0,9.0,1,45.1,1,0,0
8512.0,0.8525328261231703,1,5.0,5,388.5,5,0,0
6317.0,1.4682164241482991,0,13.0,0,52.7,0,0,0
93431.0,1.2212897174175543,1,2.0,7,45.5,13,1,1
17652.0,7.124988191622311,1,2.0,5,16.7,8,1,1
8005.0,1.0867704558745013,0,15.0,2,256.3,3,0,0
6090.0,0.6330432910871872,0,8.0,3,210.6,2,0,0
6103.0,0.5376883799274056,0,21.0,3,486.5,3,0,0
6502.0,0.972956494563325,0,16.0,2,401.2,2,0,0
16930.0,0.9649298023222733,0,15.0,1,39.6,3,0,0
11851.0,0.5461427426630617,0,10.0,0,396.9,1,0,0
70123.0,0.949134847239274,1,23.0,3,94.1,1,0,0
6093.0,1.3346214258373934,0,17.0,0,32.5,1,0,0
4770.0,0.9245145175798579,0,19.0,4,271.6,3,0,0
13018.0,1.5035353975768555,0,20.0,3,303.3,2,0,0
11752.0,0.8280385137439268,0,14.0,0,244.2,1,0,0
9654.0,1.6378372384052755,1,17.0,3,302.8,3,1,0
29802.0,1.1548532347386757,0,8.0,0,248.2,0,1,0
14774.0,1.2396427570504764,0,16.0,1,303.3,3,0,0
9797.0,0.6165094969328443,0,16.0,3,615.9,2,0,0
12559.0,1.627856004218751,1,14.0,5,439.0,3,0,1
5830.0,1.2555156232663918,0,16.0,0,29.6,1,0,0
20850.0,0.7605089443690821,0,21.0,4,84.6,4,0,0
14344.0,1.0699268520962408,0,15.0,4,87.4,3,0,0
13376.0,1.193221665072129,0,15.0,3,11.5,2,1,0
6261.0,1.2240903563793457,0,19.0,2,123.8,1,0,0
10373.0,0.802542167017086,0,13.0,1,23.2,3,0,0
42776.0,5.077722777397389,1,1.0,5,17.3,9,1,1
130902.0,5.559177726215855,1,22.0,7,6.1,5,0,1
29745.0,1.2716584538665845,0,17.0,1,8.5,3,0,0
17255.0,1.101025687390938,0,8.0,0,136.4,4,0,0
13944.0,0.9423102629060588,0,8.0,4,556.6,1,0,1
3570.0,0.869384610885217,0,12.0,1,248.6,2,0,0
6903.0,0.5569343603731105,1,15.0,3,1037.1,1,1,0
12525.0,1.1458995118828033,0,18.0,4,384.4,3,0,0
17620.0,0.5252416433904574,0,18.0,1,325.9,4,0,0
7499.0,1.2922992570832639,0,10.0,2,281.6,1,0,0
43945.0,0.9448237852421331,0,17.0,2,113.8,4,0,0
48607.0,5.296556410425806,1,22.0,7,5.8,6,1,1
14290.0,1.069659940078454,0,12.0,2,285.2,2,0,0
2704.0,0.6697807243128024,0,10.0,0,469.7,3,0,0
14603.0,0.5238378036240139,0,18.0,3,752.2,4,0,0
32650.0,6.534157878801279,1,22.0,6,26.2,6,1,1
22912.0,0.9079832138090477,0,9.0,1,142.8,3,0,1
25262.0,1.3468572910431504,1,13.0,2,166.2,2,0,0
17474.0,1.0738375991552636,0,22.0,2,131.9,2,0,0
3725.0,1.2132199948800482,0,16.0,1,341.0,1,0,0
7499.0,0.8902141013645506,1,9.0,0,645.1,3,0,0
57188.0,4.38583077341287,1,5.0,4,10.0,5,0,1
15078.0,1.0102601539222307,0,13.0,2,100.9,1,0,0
26434.0,1.2529623103157375,0,17.0,3,11.0,1,0,0
19598.0,0.6682180476246465,1,19.0,1,520.8,1,0,0
7944.0,0.918016291803068,0,15.0,0,39.8,2,0,0
15042.0,4.76561146970497,1,21.0,7,8.5,6,1,1
80063.0,4.532023713124056,1,23.0,3,23.3,7,1,1
7375.0,1.5539877348191737,1,16.0,1,554.7,2,0,0
29658.0,0.6387430357308348,0,14.0,3,539.8,4,0,0
67529.0,3.443967125790739,1,2.0,3,16.4,8,1,1
4839.0,0.9420531282134705,0,16.0,1,382.1,4,0,0
18916.0,0.6367354509125778,0,23.0,0,37.0,0,0,0
23527.0,0.928724049328436,0,16.0,3,22.4,0,0,0
36535.0,1.006262329017482,0,13.0,0,333.1,1,0,0
15458.0,0.9413542253465462,0,14.0,5,1488.9,1,0,0
36398.0,1.2199411820318389,0,14.0,4,98.9,2,0,0
2724.0,1.1664435665058919,0,15.0,0,97.2,3,0,0
12672.0,0.9636682600363905,0,7.0,1,649.4,5,1,0
42710.0,1.3655792833217897,0,15.0,3,492.3,2,0,0
12603.0,0.8064028660793102,1,14.0,1,77.1,0,0,0
22071.0,1.16774673687385,0,8.0,0,598.6,1,1,0
18788.0,0.4313173207273402,0,14.0,1,107.3,4,0,0
66279.0,3.9398505357432674,1,22.0,6,13.7,9,0,1
15047.0,0.8734616873128503,0,19.0,2,94.6,4,0,0
40348.0,1.5554509761606947,0,13.0,2,417.8,6,0,0
10227.0,0.8975654301353807,0,20.0,2,44.6,2,0,0
37917.0,1.2624559528831196,0,15.0,4,310.7,1,0,0
7973.0,0.8286494354106757,0,12.0,1,264.5,2,0,0
20616.0,1.4197531119742561,0,16.0,2,347.9,3,0,0
16771.0,2.8205927354291527,1,23.0,6,14.3,3,1,1
78537.0,0.9320622958912916,1,5.0,7,61.4,4,1,1
18009.0,1.1471896493648797,0,16.0,0,53.7,1,0,0
2437.0,0.9933433120111494,0,15.0,1,655.7,2,0,0
20714.0,0.8491904645591994,0,16.0,4,1061.6,1,0,0
44333.0,1.3740181974413312,0,14.0,0,98.7,0,0,0
12101.0,0.950338270544062,0,12.0,2,561.0,0,0,0
12090.0,1.0124628521414683,0,16.0,0,22.4,4,0,0
16913.0,1.3105232030369343,0,8.0,0,639.2,2,0,0
27868.0,1.2964505107123314,1,5.0,2,42.9,2,0,0
10259.0,1.1912251388170652,0,13.0,2,271.7,2,0,0
31896.0,1.0558465418477005,0,14.0,1,505.9,1,0,0
23778.0,1.1139894765716531,0,14.0,2,61.7,2,0,0
47402.0,5.349460986244392,1,2.0,5,35.6,9,0,1
10057.0,0.9507366807776942,0,18.0,2,645.6,2,0,0
31267.0,0.7898477187532031,1,17.0,1,71.1,6,0,0
3729.0,0.893678698715431,1,15.0,2,81.2,0,0,0
22852.0,0.9040259440310341,0,8.0,2,620.4,1,1,0
14241.0,1.3080049258940099,0,13.0,1,283.4,2,0,0
23451.0,0.9377510142551091,0,13.0,1,82.3,1,0,0
17894.0,0.9907193627735664,0,9.0,2,280.8,2,0,0
4684.0,1.5812009898989787,0,11.0,3,67.3,4,0,0
3080.0,1.047875241301031,0,17.0,2,135.1,6,0,0
15544.0,0.6166270129703674,0,14.0,1,1005.9,6,0,0
15161.0,1.0679365082335663,0,12.0,1,795.2,5,0,0
87675.0,3.2647575721252107,1,5.0,3,13.8,4,1,1
9975.0,0.6142284075354281,0,15.0,1,734.1,0,0,0
16791.0,1.0859763401423725,0,11.0,1,313.0,5,0,0
8801.0,1.3345022630525203,1,12.0,0,805.4,0,0,0
23069.0,0.6405647990605473,0,10.0,2,233.6,1,0,0
24516.0,2.657578505872464,0,21.0,3,5.8,6,1,1
9143.0,1.0998241182338968,1,12.0,0,20.9,4,0,0
72628.0,6.0547378168873145,1,1.0,3,75.7,9,0,1
1518.0,0.999718525150842,1,12.0,0,2.0,1,0,0
18081.0,1.364559749994414,0,13.0,0,261.5,0,0,1
20240.0,1.111143059810091,1,7.0,1,1130.5,1,0,0
14314.0,1.119830092386322,0,8.0,0,184.6,3,0,0
22681.0,0.37317124720959005,0,17.0,0,461.6,2,0,0
9182.0,1.13129596423902,0,20.0,2,37.4,2,0,0
10476.0,0.940107027136288,0,14.0,3,52.3,1,0,0
5239.0,1.0575363610135937,1,17.0,3,812.6,0,0,0
15389.0,1.0337728535727444,0,15.0,1,18.5,0,0,0
10041.0,1.0945930070637118,0,16.0,0,58.7,0,0,0
44514.0,5.547468735035259,0,3.0,6,8.2,11,1,1
20354.0,1.513723230278282,0,15.0,4,188.2,0,0,0
4367.0,0.9731192797825966,0,20.0,5,406.7,2,0,0
4456.0,1.0042851669933004,0,13.0,4,51.9,1,0,0
16374.0,1.050256724054032,0,9.0,2,76.8,2,0,0
32447.0,1.4533354564674978,1,20.0,2,686.1,3,0,0
24324.0,0.8267987914187959,0,10.0,0,451.5,1,0,0
16389.0,0.7967243117834452,0,19.0,0,270.2,2,0,0
7228.0,0.7940778227142166,0,13.0,3,223.5,3,0,0
30597.0,1.2464116983193976,0,22.0,1,10.5,1,0,0
1593.0,1.1883533602928698,0,19.0,1,38.4,3,0,0
5928.0,0.8678085606491532,0,13.0,1,34.3,1,0,0
8802.0,1.3804144992617378,0,12.0,2,697.9,1,0,0
12654.0,1.1756670462362697,0,17.0,0,193.0,2,0,0
6293.0,1.003658326416345,0,12.0,2,324.9,1,1,0
12121.0,1.1441627193703992,0,10.0,1,514.0,2,1,0
11714.0,1.1444326368456705,0,15.0,3,1692.8,2,0,0
30385.0,0.8435476421566008,0,12.0,2,131.1,2,0,0
29436.0,0.8135326740819018,0,16.0,2,549.0,1,0,0
5921.0,1.0767012337760373,0,14.0,1,1041.7,1,0,0
14656.0,1.3557673313226783,0,16.0,0,77.3,4,0,0
19546.0,0.8097975271576365,0,14.0,0,47.0,0,0,0
6165.0,1.1458581873594686,0,17.0,2,261.3,2,0,0
9179.0,0.9255949907928074,0,17.0,1,792.3,4,0,0
19091.0,0.4086164451514349,0,7.0,2,423.5,4,0,0
24876.0,1.1021070781647637,0,15.0,1,56.3,4,0,0
19157.0,1.1198069924488945,1,13.0,1,216.2,3,0,0
18997.0,0.895058867619241,0,17.0,2,598.1,0,0,0
29422.0,1.5847632488956567,0,16.0,1,277.7,0,0,0
31900.0,1.0611163915962698,0,4.0,0,594.2,3,0,0
50575.0,5.528927815953205,1,0.0,4,33.5,13,1,1
23770.0,1.4188929004792463,0,15.0,2,1283.5,3,0,0
36923.0,1.4307613577427183,1,14.0,2,208.2,2,0,0
31212.0,6.534172947538645,1,1.0,3,19.3,8,1,1
26707.0,1.2741235539396552,1,15.0,2,683.5,2,0,0
6351.0,1.4267706904816024,0,10.0,0,443.6,2,0,1
23152.0,1.3173741233015226,0,6.0,2,498.7,2,0,0
40313.0,1.332745361011921,0,9.0,2,74.5,1,0,0
3401.0,1.177990486609947,0,15.0,0,862.4,3,0,0
8850.0,1.096361478902772,1,16.0,1,203.9,1,0,0
4479.0,1.1357763055933827,0,22.0,2,38.3,1,0,0
17419.0,1.0598095300669255,0,12.0,2,388.5,2,0,0
18928.0,1.1691949444845293,0,12.0,0,559.9,0,0,0
59413.0,6.320115843154946,1,1.0,4,33.5,8,0,1
2383.0,1.2245974935355926,0,12.0,1,150.8,2,0,0
59622.0,1.0473843170298414,0,16.0,2,444.1,3,0,1
14589.0,1.3035040627335148,0,16.0,1,404.5,1,0,0
33279.0,1.3664307347566251,0,23.0,1,10.2,0,0,0
5978.0,0.8571437065146492,0,18.0,2,27.9,3,1,0
30422.0,0.9643116924214571,0,21.0,2,383.2,0,0,0
945.0,1.2227141117545348,0,23.0,1,121.3,0,0,0
13534.0,0.9462536375079305,0,23.0,0,565.3,1,0,0
29127.0,1.0357149818371025,0,9.0,3,1110.9,3,0,0
4553.0,1.4513427667251415,0,10.0,2,328.9,2,0,0
5461.0,1.1334902879540767,1,14.0,1,491.5,1,0,0
16004.0,0.8719124457402737,0,12.0,1,383.8,5,0,0
1677.0,0.643090274311785,1,10.0,2,838.3,2,1,0
25196.0,0.601435540648517,0,20.0,2,12.9,1,0,0
11582.0,0.5031098418030798,0,20.0,3,1312.8,3,0,0
15197.0,0.6298043846818663,0,15.0,2,67.5,0,0,0
11406.0,1.2267696556365255,0,18.0,2,0.8,0,0,0
6566.0,0.878708672075945,0,13.0,2,71.3,0,0,0
3372.0,1.304660897254739,0,18.0,2,2054.0,2,0,0
14308.0,0.30323303274286684,0,14.0,0,26.9,0,0,0
32136.0,3.4917215356373497,1,0.0,4,19.2,3,0,1
27256.0,0.9889218911444788,0,14.0,1,519.5,1,0,1
27593.0,0.9523921165922447,1,14.0,3,491.3,2,0,0
29131.0,1.0713990093331998,0,12.0,2,324.9,2,0,0
4707.0,1.1293988734037952,0,17.0,1,128.7,2,1,0
36085.0,5.953243164864103,1,23.0,5,2.0,13,1,1
6943.0,0.6462710027979462,0,14.0,3,551.5,1,0,0
3453.0,1.1123148435065058,0,12.0,3,200.1,2,0,0
20131.0,0.9543168140595574,0,12.0,1,509.1,3,0,0
11057.0,1.034171573476414,0,12.0,4,916.7,0,0,0
3926.0,0.6192451668829213,0,17.0,0,971.3,2,0,0
7590.0,0.9160899337123706,0,11.0,2,739.1,0,0,0
29347.0,0.9559780758600926,0,14.0,4,771.2,5,0,0
5192.0,1.2409806106364099,0,18.0,4,336.0,3,0,0
6826.0,0.84573128650549,0,13.0,3,532.1,1,0,0
14123.0,0.8556212814978882,0,14.0,0,192.4,1,0,0
29665.0,0.4701517640417272,0,8.0,2,1868.2,0,0,1
7780.0,1.140185600015605,0,14.0,1,6.1,2,0,0
20989.0,1.0077327168336816,0,17.0,2,886.5,3,0,0
21184.0,1.2135391663415949,1,9.0,2,277.4,4,0,0
21227.0,1.5013169703469396,0,16.0,1,166.0,0,0,0
17427.0,1.3031026077661099,0,19.0,2,240.1,3,0,0
8351.0,1.1496677324679943,0,4.0,0,234.0,3,0,0
22986.0,0.8391645745937821,0,9.0,1,595.8,1,0,0
6356.0,1.151350258266676,1,14.0,2,1152.0,3,0,0
4717.0,1.10969062088033,0,12.0,0,374.2,1,0,0
28841.0,0.7387522598337468,0,19.0,0,139.7,4,0,0
18035.0,0.6488944585681548,0,20.0,4,192.4,4,1,0
6416.0,1.2230841342827286,0,16.0,1,306.2,1,0,0
59227.0,2.5794124881215392,1,23.0,3,2.0,9,1,1
3137.0,0.8103399554948537,0,6.0,0,853.7,2,0,0
15926.0,0.46477915734092956,0,15.0,1,305.8,1,0,0
21090.0,1.0380482204429762,0,16.0,5,182.5,2,0,0
27428.0,1.1516645937102146,0,19.0,0,38.5,1,0,0
12346.0,1.1551155899114738,0,13.0,2,14.5,2,0,0
28089.0,0.626986038128239,0,20.0,1,149.6,1,0,0
840.0,0.664517357043125,0,14.0,0,430.1,2,0,0
12769.0,1.1155394549272315,0,15.0,2,523.9,0,0,0
4537.0,1.1188595028818422,0,18.0,0,34.7,4,0,0
20742.0,0.8502524884791207,0,16.0,1,394.6,2,0,0
18848.0,0.7393366044258216,1,18.0,1,8.2,3,0,0
7456.0,1.0791104062198078,1,15.0,1,99.4,3,0,0
14382.0,1.1142821476029998,0,11.0,1,707.6,4,0,0
15276.0,0.6526092485261761,1,15.0,1,116.4,0,1,0
23421.0,1.0975628659151424,0,17.0,3,292.3,2,0,0
12647.0,0.6919595734253945,0,13.0,1,282.2,1,0,0
5620.0,0.7280906997292154,0,13.0,1,534.6,0,0,0
19822.0,1.1335446231925645,0,9.0,3,132.3,2,0,0
10879.0,1.0164030693042971,0,15.0,0,186.4,2,0,0
16325.0,1.3828225444791484,0,18.0,2,38.3,0,0,0
62387.0,3.763605038473743,1,0.0,4,6.5,9,1,0
8539.0,1.1723683911019416,0,18.0,2,110.8,4,0,0
61342.0,3.327664405449374,1,23.0,6,9.3,6,0,1
27665.0,0.8060857270086619,1,11.0,1,670.2,0,0,0
16635.0,1.3357481631076569,0,5.0,2,91.5,2,0,0
12048.0,1.0992134223241372,0,14.0,2,87.2,0,0,0
12204.0,1.1344167929973448,0,12.0,1,249.8,3,0,0
10553.0,0.5238455257796122,0,14.0,0,427.4,2,0,0
14100.0,1.1135698634636295,0,17.0,2,57.9,2,0,0
