Duree_Connexion,Octets_Source_Vers_Dest,Octets_Dest_Vers_Source,Taux_Paquets_Secondes,Fenetre_TCP_Moyenne,Ports_Dest_Distincts,Connexions_Simultanees,Taux_Erreur_CheckSum,Frequence_SYN_Flags
49667.27,1547.48,8691.36,38.04,37888,0,10.0,0.0361,0.0348
6254.87,4622.88,1562.82,81.64,2048,2,4.0,0.0156,0.139
29296.89,9747.7075,5320.61,264.71000000000004,1024,2,5.0,0.0149,0.3319
10805.25,9747.7075,537.7,264.71000000000004,2048,2,7.0,0.0264,0.3319
87486.68,1829.74,4774.31,9.99,16384,1,4.0,0.0465,0.0435
9511.18,4286.1,1693.2,92.49,8192,3,4.0,0.0117,0.0668
82117.88,1451.28,1502.13,36.44,1024,3,10.5,0.0052,0.0245
23387.18,1056.55,1868.77,21.22,8192,3,6.0,0.0356,0.0737
23793.87,305.9,4298.87,132.9,2048,3,6.0,0.07894999999999999,0.1368
47199.83,1022.09,1788.77,67.23,16384,3,6.0,0.0077,0.19
60032.3,1111.25,4122.92,20.98,1024,2,6.0,0.0059,0.0105
79613.78,1781.63,1034.0,132.59,1024,0,4.0,0.0207,0.0276
17471.83,1502.01,2895.5,98.84,2048,1,4.0,0.0437,0.0616
53583.86,3030.76,2301.43,11.64,8192,4,4.0,0.026,0.1696
68314.83,1399.34,6591.7,4.95,8192,4,7.0,0.0236,0.0302
47695.9,2322.67,780.14,102.05,1024,2,5.0,0.0399,0.1761
90193.96,2738.48,6704.19,115.85,1024,2,8.0,0.0258,0.1216
100324.56,2827.58,1386.44,90.09,37888,1,5.0,0.0089,0.1926
17509.4,2204.64,607.18,50.08,4096,4,1.0,0.0082,0.1975
65275.7,2435.13,8197.12,146.97,2048,6,5.0,0.0144,0.0739
19849.33,3540.74,1402.79,115.8,1024,1,8.0,0.0077,0.1992
26064.52,405.28,3011.23,19.53,37888,0,4.0,0.0108,0.1589
65464.08,2033.06,490.16,9.11,16384,3,2.0,0.0031,0.1169
66463.8,3971.15,2132.0,39.23,16384,3,6.0,0.0198,0.1024
112044.01,874.19,2284.7,26.9,8192,1,10.5,0.0302,0.0803
41779.91,1795.44,4356.86,131.17,8192,0,2.0,0.0359,0.0147
32791.1,1667.4,959.84,64.91,1024,2,8.0,0.0053,0.1819
53497.0,2273.98,1700.63,138.07,37888,2,2.0,0.0426,0.0872
6571.97,6329.19,3130.17,23.25,37888,2,3.0,0.07894999999999999,0.1833
27281.08,9747.7075,1459.59,264.71000000000004,8192,1,4.0,0.0161,0.3319
140272.78,2101.19,2467.71,79.84,16384,2,3.0,0.0226,0.0323
7257.95,554.76,823.75,54.66,1024,2,3.0,0.0292,0.1968
1340.96,2266.73,6381.79,242.88,2048,6,7.0,0.0246,0.1227
22537.12,306.51,707.94,98.19,16384,2,4.0,0.0089,0.0201
18450.71,4498.19,1495.65,37.47,37888,1,5.0,0.004,0.0277
41049.81,1137.0,2902.38,52.79,8192,2,6.0,0.0369,0.1384
3983.48,1277.94,4335.46,47.86,16384,3,7.0,0.0116,0.1557
84777.57,3791.68,2212.49,61.27,37888,2,6.0,0.0078,0.16
56944.71,208.62,2880.1,71.51,8192,2,0.0,0.0019,0.1901
68730.37,1634.45,2292.31,147.33,8192,1,4.0,0.0384,0.1407
23076.05,3448.07,3336.79,105.46,8192,4,5.0,0.07894999999999999,0.0656
102357.98,4043.6,1206.65,224.61,8192,6,8.0,0.0128,0.1951
1341.66,707.61,4468.19,79.67,1024,6,5.0,0.0481,0.0745
1209.86,9747.7075,5057.89,207.19,16384,1,5.0,0.0079,0.3319
3268.42,1528.91,5785.64,106.64,37888,5,7.0,0.0032,0.0752
12193.97,2756.96,2468.88,81.12,2048,1,4.0,0.0111,0.1322
58566.21,4572.31,7620.71,147.5,8192,1,8.0,0.0029,0.1104
24078.58,834.52,2806.61,167.69,8192,6,6.0,0.0116,0.1342
50272.01,2729.13,2524.5,37.35,2048,0,6.0,0.0197,0.0283
470.2,426.0,833.64,142.8,8192,0,7.0,0.0372,0.1191
34433.45,210.39,3280.18,22.02,8192,2,6.0,0.0059,0.0751
15740.14,1891.5,5130.76,111.38,8192,3,5.0,0.0025,0.0658
87595.06,258.18,3734.41,54.28,16384,1,6.0,0.0144,0.1177
17170.47,3032.97,1709.58,78.43,37888,0,7.0,0.0065,0.1499
9807.37,9747.7075,899.92,264.05,2048,3,4.0,0.0498,0.3319
4928.03,7002.0,2269.71,78.4,2048,2,10.0,0.0078,0.045
46538.13,1565.38,1768.7,93.84,4096,2,5.0,0.0006,0.1393
22024.61,882.03,5409.87,38.32,4096,2,6.0,0.0295,0.0724
26245.02,4176.45,2615.82,126.46,8192,1,2.0,0.07894999999999999,0.1008
22741.77,5491.34,8800.08,132.67,8192,1,4.0,0.0426,0.1065
11692.29,2951.77,4548.12,37.7,4096,1,6.0,0.0115,0.0499
3864.07,4363.53,4333.43,50.69,1024,1,6.0,0.023,0.1875
5148.84,1969.38,6436.3,69.83,4096,6,10.0,0.0431,0.1756
31121.72,1824.42,1458.57,41.77,1024,1,7.0,0.0184,0.1851
41089.67,1444.55,4948.55,98.5,4096,2,5.0,0.0439,0.0579
9847.13,537.86,1205.39,64.01,1024,1,6.0,0.0162,0.0639
51502.51,4256.85,2308.28,185.45,2048,6,1.0,0.0177,0.0292
10755.24,788.77,918.25,58.4,16384,2,10.5,0.0037,0.1409
22678.95,967.66,5514.52,35.21,4096,1,5.0,0.07894999999999999,0.0865
72128.86,9747.7075,7421.43,264.71000000000004,37888,4,6.0,0.0006,0.3319
146424.37624999997,3663.39,3881.19,101.9,8192,1,0.0,0.0143,0.1256
73497.05,2590.4,1089.13,46.88,16384,3,3.0,0.0133,0.1765
6654.27,2717.36,6924.18,12.49,1024,1,4.0,0.07894999999999999,0.0166
56772.64,4069.34,5155.71,147.27,4096,4,6.0,0.0106,0.0238
6152.3,1798.61,5091.94,136.13,8192,3,10.5,0.0221,0.0724
29571.34,4952.48,803.29,8.52,16384,2,3.0,0.0259,0.0088
104682.4,780.54,7171.06,40.81,16384,3,8.0,0.0256,0.0239
34374.7,3062.63,1853.92,35.35,8192,2,9.0,0.0355,0.1732
7556.1,3410.91,2377.94,108.28,1024,2,4.0,0.0396,0.1043
33812.25,4247.76,6207.17,147.09,16384,1,3.0,0.0341,0.1399
27928.64,285.71,1614.75,55.45,1024,3,4.0,0.0265,0.1503
13247.32,1127.39,1061.16,134.37,8192,1,1.0,0.0108,0.1931
2763.61,9747.7075,2833.41,264.71000000000004,2048,2,8.0,0.0397,0.3319
70807.36,3420.13,1893.08,78.34,8192,3,7.0,0.0128,0.1666
33985.02,996.52,1940.53,116.46,8192,6,1.0,0.0496,0.02
39546.09,4013.77,1092.2,92.31,4096,1,5.0,0.0267,0.0522
32166.16,4244.79,3604.19,142.32,16384,2,3.0,0.004,0.1028
84070.14,2651.29,1073.99,52.9,8192,1,3.0,0.0244,0.1617
94446.84,2171.09,3676.55,129.68,1024,1,1.0,0.0045,0.1027
21732.13,5183.38,482.48,11.71,2048,2,3.0,0.0056,0.0829
36001.33,3560.81,1224.67,37.47,1024,5,4.0,0.0421,0.1625
65057.71,3158.07,1319.21,23.77,4096,3,7.0,0.0306,0.0934
38406.04,2002.57,645.13,41.8,8192,0,5.0,0.0219,0.1321
10014.42,3624.48,7775.03,54.72,37888,0,8.0,0.0088,0.0415
27529.92,3195.39,8211.98,19.54,16384,6,3.0,0.0351,0.1887
76272.12,3452.18,8067.4,60.91,16384,2,5.0,0.0454,0.0165
36232.88,2361.68,553.07,19.58,4096,2,5.0,0.0495,0.1697
63587.26,2634.1,703.25,64.84,2048,3,6.0,0.0336,0.1295
52998.85,2668.68,2192.16,46.38,1024,3,6.0,0.0022,0.1943
146424.37624999997,6880.48,9663.64875,71.5,8192,6,3.0,0.0308,0.1722
6948.76,6522.92,3514.27,106.87,2048,1,3.0,0.0277,0.0752
112572.27,6641.15,4493.24,97.43,8192,4,4.0,0.0342,0.1681
5458.13,2630.73,6027.74,264.71000000000004,1024,6,5.0,0.0044,0.0721
28011.8,8319.54,5120.25,84.1,37888,2,3.0,0.0227,0.0272
5307.91,6925.16,1921.91,109.43,1024,1,6.0,0.0018,0.0246
8150.94,2604.0,5103.77,264.71000000000004,37888,6,7.0,0.0023,0.162
59201.77,9747.7075,1043.96,264.71000000000004,4096,5,7.0,0.0221,0.3319
36753.43,554.49,9663.64875,36.13,37888,3,5.0,0.023,0.0988
54928.82,316.88,7025.78,69.7,16384,2,4.0,0.0044,0.1826
75963.96,3142.39,1465.77,14.54,4096,1,6.0,0.0121,0.0991
72509.61,7586.81,6570.39,55.41,2048,6,2.0,0.0111,0.0248
33819.75,1522.58,612.82,59.03,8192,3,8.0,0.0425,0.1396
47667.72,9747.7075,1714.48,264.71000000000004,4096,2,10.5,0.0025,0.3319
264.47,1952.84,3981.47,80.56,1024,3,6.0,0.0077,0.0481
38691.88,3846.99,6333.73,52.27,16384,3,4.0,0.0164,0.1258
70906.65,4176.08,9663.64875,214.03,2048,6,3.0,0.0166,0.0298
62197.82,3763.6,3744.12,71.52,37888,3,5.0,0.0017,0.1239
163.46,679.89,2490.59,91.2,37888,1,3.0,0.0236,0.0557
1933.46,3179.82,2592.97,19.51,8192,1,9.0,0.0259,0.0019
113080.72,1272.02,9663.64875,51.01,4096,2,4.0,0.0055,0.1435
25136.27,1997.74,1826.82,35.35,4096,2,3.0,0.0348,0.1169
122624.79,1930.2,5384.64,150.0,8192,6,5.0,0.0086,0.0711
59515.72,1575.55,1220.82,127.09,8192,1,5.0,0.0469,0.0507
146424.37624999997,1609.67,2660.32,131.38,37888,2,5.0,0.0443,0.0861
86964.51,4907.85,5322.77,8.12,2048,2,5.0,0.0269,0.1507
146424.37624999997,9747.7075,4295.7,214.31,8192,6,3.0,0.032,0.3319
14577.28,2471.58,1247.62,79.21,4096,2,5.0,0.0309,0.1154
15782.82,2366.58,3425.61,68.56,4096,0,10.5,0.0282,0.1243
48788.76,4238.0,1986.02,138.9,37888,2,4.0,0.0461,0.1221
50821.33,4713.69,726.62,48.17,8192,4,8.0,0.0359,0.1254
54080.9,6361.24,4403.57,66.98,1024,2,2.0,0.0216,0.1889
18887.64,504.04,21.12,97.83,8192,0,3.0,0.07894999999999999,0.1345
31952.82,1216.9,1903.92,30.45,2048,4,5.0,0.0102,0.0162
106336.58,1812.79,9663.64875,131.64,4096,2,5.0,0.0386,0.1676
7358.04,1873.97,3218.35,34.98,16384,2,2.0,0.0099,0.0827
93805.38,213.21,2256.78,129.26,4096,1,6.0,0.0361,0.0752
28953.69,667.34,3438.73,1.02,16384,0,4.0,0.004,0.1007
146424.37624999997,1618.75,2463.16,87.32,16384,2,4.0,0.0495,0.0532
135818.14,634.68,1632.21,46.59,2048,1,6.0,0.0377,0.1059
34384.15,3937.33,3025.19,47.57,1024,1,6.0,0.0432,0.0584
62890.86,4229.64,2955.18,8.04,2048,1,4.0,0.0369,0.1222
24563.78,2969.5,5019.47,122.64,2048,1,4.0,0.0197,0.1028
51505.01,5239.29,1710.03,236.15,8192,6,2.0,0.0202,0.1638
16263.45,3466.52,9663.64875,98.98,2048,0,10.0,0.018,0.1623
28951.77,6728.38,3795.73,264.71000000000004,1024,6,3.0,0.0283,0.0368
28230.7,733.32,2631.19,39.42,16384,2,4.0,0.05,0.0754
75361.59,9747.7075,1120.46,264.71000000000004,8192,1,6.0,0.0133,0.3319
91549.23,1088.2,3024.59,65.34,2048,2,2.0,0.0001,0.0344
56046.64,4490.47,1545.39,113.59,8192,2,5.0,0.0481,0.1751
26047.8,9747.7075,2439.75,264.71000000000004,37888,4,6.0,0.0261,0.3319
34313.05,4264.67,1715.54,32.75,2048,4,1.0,0.0479,0.0406
118771.2,3968.13,2041.08,111.13,16384,3,5.0,0.0143,0.0817
46369.78,5248.85,1177.11,15.97,4096,4,2.0,0.0195,0.1887
136189.57,6021.81,5183.84,94.65,2048,6,8.0,0.0128,0.0458
41379.19,3556.44,5570.36,127.92,1024,4,5.0,0.0246,0.062
133491.18,2262.6,3093.64,8.85,37888,1,4.0,0.0188,0.0783
36553.59,829.91,2096.38,39.09,8192,3,8.0,0.0456,0.0695
4281.55,9747.7075,992.3,29.22,37888,0,4.0,0.0135,0.1937
5610.05,5016.21,1429.4,47.53,1024,3,8.0,0.0152,0.0704
7228.49,3338.76,1969.61,140.94,4096,2,8.0,0.0175,0.1143
82959.33,9747.7075,4487.59,264.71000000000004,8192,2,4.0,0.0049,0.3319
40079.04,1848.55,9663.64875,137.61,8192,5,8.0,0.005,0.1012
5847.29,1635.65,2352.77,83.11,16384,1,5.0,0.0453,0.1811
75912.19,1152.93,4670.79,25.66,1024,1,4.0,0.0115,0.119
146424.37624999997,8136.57,3023.66,34.79,1024,3,5.0,0.0259,0.141
77674.31,3534.38,4011.99,40.61,4096,1,5.0,0.0168,0.1854
23146.65,2565.34,3432.11,54.6,37888,1,5.0,0.0304,0.056
30418.45,1701.12,5395.37,128.51,37888,1,6.0,0.0237,0.1466
43501.41,9747.7075,1175.25,264.71000000000004,16384,2,4.0,0.0115,0.3319
13155.37,1989.22,8682.93,13.78,4096,0,6.0,0.026,0.0384
79196.63,3662.38,2567.06,30.67,16384,3,6.0,0.0074,0.088
44804.35,2308.47,4098.57,24.4,8192,3,1.0,0.0441,0.0815
6489.32,2151.68,2572.13,97.37,37888,0,5.0,0.0442,0.1002
61397.65,3537.13,7914.8,80.16,1024,0,2.0,0.0274,0.0792
18009.18,3519.06,2457.79,98.27,4096,2,9.0,0.0462,0.1791
123512.01,2487.95,1757.04,79.18,8192,1,4.0,0.0054,0.0245
75110.09,2123.7,5005.03,59.24,37888,2,5.0,0.0318,0.0288
126412.61,1439.46,5695.93,19.04,37888,2,1.0,0.0057,0.1167
41195.04,5692.09,991.85,63.29,8192,3,7.0,0.0191,0.1631
28816.34,1465.69,1855.6,113.26,2048,6,5.0,0.0027,0.0945
23794.67,4758.25,1212.92,88.73,4096,3,4.0,0.0315,0.1681
11422.55,2017.67,857.6,69.42,16384,1,7.0,0.0428,0.0128
51499.06,6452.89,2311.31,2.39,16384,2,7.0,0.0455,0.1596
7725.6,1618.33,668.17,27.4,8192,0,4.0,0.0364,0.0497
20515.72,5111.64,7689.3,136.76,1024,0,2.0,0.0119,0.1097
28543.19,2533.25,5900.3,43.51,4096,4,8.0,0.07894999999999999,0.1539
37394.49,1178.18,3793.0,19.9,1024,2,8.0,0.0276,0.1934
3275.94,1758.24,2848.89,5.64,8192,1,7.0,0.0257,0.0204
11324.62,2084.23,1930.36,49.55,37888,0,5.0,0.0452,0.0709
35785.71,374.31,6351.96,79.24,8192,0,1.0,0.0157,0.0472
24587.83,2038.41,2676.19,143.23,1024,2,4.0,0.0457,0.0734
4444.44,2921.94,4526.68,84.9,8192,2,3.0,0.0479,0.0887
45362.59,4091.1,3875.51,115.85,37888,2,0.0,0.0318,0.0052
54741.8,6437.68,2848.35,100.6,1024,2,4.0,0.0326,0.1951
46246.98,5008.15,2320.95,143.94,37888,3,7.0,0.0346,0.0776
1257.55,1637.93,1723.89,71.97,4096,2,5.0,0.0445,0.0633
44424.68,4106.7,657.23,53.67,8192,1,7.0,0.027,0.0571
74292.82,497.47,1331.6,259.12,1024,6,5.0,0.0167,0.0337
140310.76,481.18,2341.63,15.1,37888,2,2.0,0.0298,0.0505
6297.33,9747.7075,6446.23,264.71000000000004,4096,3,4.0,0.0406,0.3319
14070.32,8114.05,3330.07,29.14,37888,3,6.0,0.0428,0.1208
105323.79,9747.7075,678.12,225.62,37888,2,6.0,0.0062,0.3319
29331.79,581.68,755.39,89.75,8192,1,7.0,0.07894999999999999,0.0387
78269.37,8816.36,6061.62,102.76,4096,6,6.0,0.0471,0.1354
62640.5,2768.37,946.46,102.89,2048,1,6.0,0.011,0.0237
84215.28,9747.7075,1222.05,264.71000000000004,37888,3,3.0,0.0373,0.3319
3151.26,855.51,1495.4,48.91,16384,1,2.0,0.0194,0.11
12325.17,2060.9,7734.12,68.37,2048,3,4.0,0.07894999999999999,0.0819
34371.32,2094.19,1936.29,122.32,8192,6,5.0,0.0435,0.0718
79839.97,6414.29,2953.76,18.12,16384,3,3.0,0.0438,0.0592
142563.97,2182.61,1214.34,39.94,1024,1,5.0,0.0458,0.1533
1250.4,4169.34,2080.5,6.35,16384,4,4.0,0.0454,0.1754
8102.07,7277.78,1948.8,110.78,1024,2,2.0,0.0218,0.0598
132461.07,1186.84,1068.0,140.31,16384,1,9.0,0.0296,0.0881
146424.37624999997,1032.54,842.88,43.86,1024,2,0.0,0.0045,0.1422
6108.57,275.74,3060.56,1.93,4096,1,8.0,0.0234,0.1002
9693.14,6832.0,2082.3,20.77,37888,3,4.0,0.07894999999999999,0.0642
19716.67,2930.41,1332.8,85.63,8192,2,3.0,0.0266,0.1466
9918.55,9747.7075,745.67,264.71000000000004,37888,1,7.0,0.0031,0.3319
30062.54,5685.09,3961.72,34.97,4096,1,1.0,0.043,0.0887
5194.78,595.44,6044.01,110.35,8192,2,2.0,0.0193,0.1376
20350.0,460.73,3010.46,85.25,4096,1,7.0,0.0191,0.1145
57.63,3613.77,2788.31,242.68,8192,6,3.0,0.0172,0.1778
40912.15,1372.18,3622.5,66.92,4096,1,7.0,0.027,0.0711
14039.89,2696.0,6234.52,51.13,1024,0,1.0,0.0362,0.0389
22942.49,1133.67,6431.21,87.54,1024,1,5.0,0.007,0.1228
66773.46,3573.03,746.34,97.96,16384,2,6.0,0.0349,0.0418
2354.42,5947.35,9102.29,20.13,16384,2,10.5,0.0387,0.1052
3304.39,3666.46,5817.04,12.52,1024,4,7.0,0.0437,0.1141
121760.46,1459.82,1227.52,91.39,2048,3,3.0,0.0158,0.0984
52652.15,3415.69,1417.26,48.02,16384,1,4.0,0.0027,0.1389
29006.23,1973.53,7143.66,141.0,4096,4,5.0,0.0317,0.1625
9831.62,1135.03,1557.93,153.99,8192,6,2.0,0.0479,0.0708
5184.75,6974.23,3276.96,175.23,16384,6,5.0,0.0432,0.155
62467.1,5969.17,1022.72,128.38,16384,2,6.0,0.0119,0.0956
71484.03,2390.87,4707.35,141.48,8192,4,5.0,0.0484,0.0925
80684.59,2483.39,5400.82,185.73,4096,6,3.0,0.0098,0.0633
39338.81,2073.81,7424.24,227.44,8192,6,6.0,0.027,0.0057
49441.7,4692.46,1230.83,46.22,37888,1,5.0,0.0278,0.0823
96208.03,5639.3,7897.47,109.43,8192,2,3.0,0.0254,0.1027
98116.35,9747.7075,2193.02,264.71000000000004,16384,4,7.0,0.0359,0.3319
74211.4,1042.42,1867.13,93.97,2048,0,6.0,0.0086,0.1638
2262.94,3214.31,5289.03,6.33,8192,3,4.0,0.0144,0.0841
103390.0,2790.69,4123.86,28.4,8192,2,10.0,0.0321,0.0642
146424.37624999997,2590.04,5774.03,144.73,2048,2,2.0,0.0214,0.0323
2133.39,2344.58,6590.87,6.23,1024,3,1.0,0.0389,0.0461
33276.57,1791.76,3379.34,126.37,37888,1,10.0,0.0364,0.1376
31880.17,5829.13,2450.69,50.88,1024,2,7.0,0.0122,0.1506
16046.16,1022.57,657.33,26.75,4096,5,6.0,0.028,0.0005
64545.86,3055.38,3776.71,112.03,37888,2,7.0,0.0229,0.1705
146424.37624999997,1543.53,4828.08,72.16,37888,0,4.0,0.0415,0.1957
122470.31,9747.7075,2451.93,264.71000000000004,4096,2,7.0,0.0366,0.3319
73484.88,3780.35,2927.08,68.96,1024,3,2.0,0.0447,0.1512
73220.06,3673.3,355.82,0.82,8192,1,5.0,0.0009,0.1576
28813.89,1140.14,9215.27,8.3,16384,0,4.0,0.0468,0.1279
46181.67,5232.2,1965.2,74.58,37888,1,4.0,0.0109,0.1102
7085.54,3081.58,3864.45,16.77,16384,1,7.0,0.028,0.1638
49518.94,1679.26,391.52,43.31,37888,5,6.0,0.045,0.0889
7619.07,1183.12,1115.49,60.57,2048,2,10.5,0.0167,0.1999
146424.37624999997,1278.67,1419.59,61.29,4096,6,2.0,0.0116,0.176
70468.07,2167.59,2182.72,109.87,8192,1,5.0,0.0309,0.0815
85570.63,3048.06,2213.44,72.28,2048,1,4.0,0.0295,0.0026
14518.64,1111.01,2850.31,63.9,37888,6,5.0,0.0496,0.0746
146424.37624999997,369.82,4908.72,28.41,16384,0,6.0,0.0321,0.1356
44326.01,3310.17,7284.35,148.34,16384,1,8.0,0.0469,0.0172
29757.88,7668.55,6922.04,40.85,4096,1,6.0,0.0285,0.1948
8449.94,4010.27,937.91,49.23,1024,3,4.0,0.0189,0.0113
59689.1,9747.7075,875.41,264.71000000000004,8192,2,6.0,0.0184,0.3319
75907.41,4689.51,7111.25,147.5,37888,3,8.0,0.0191,0.0859
21325.58,1363.54,6456.37,120.47,8192,3,1.0,0.0342,0.0652
146424.37624999997,5672.87,6254.26,136.66,2048,2,5.0,0.0328,0.0871
18391.2,9747.7075,2266.88,264.71000000000004,8192,3,5.0,0.0497,0.3319
5930.97,1574.81,9663.64875,94.66,2048,5,5.0,0.0249,0.1512
26184.75,2442.63,2574.59,99.96,16384,6,8.0,0.033,0.1545
7609.77,4384.03,6542.83,51.82,2048,2,4.0,0.0435,0.0318
54614.3,5196.46,2538.85,21.23,1024,0,2.0,0.0357,0.1564
7857.77,2778.81,2225.14,108.66,16384,2,6.0,0.0483,0.0307
124624.0,3450.9,6463.54,84.42,16384,0,5.0,0.0451,0.0881
135729.33,1771.14,1284.17,55.51,2048,6,5.0,0.0113,0.1768
146424.37624999997,5329.7,1079.91,90.36,37888,0,7.0,0.049,0.1946
3512.1,4026.22,3268.12,36.12,16384,3,2.0,0.0126,0.011
5408.08,1867.92,806.31,27.11,1024,2,1.0,0.0465,0.146
146424.37624999997,3417.66,2159.57,52.46,8192,1,3.0,0.0259,0.0525
38240.35,2903.38,4699.05,136.42,2048,3,6.0,0.0117,0.1361
110790.08,1741.59,818.52,15.53,4096,4,5.0,0.0003,0.1983
114609.2,9747.7075,8248.12,264.71000000000004,37888,1,6.0,0.0329,0.3319
68859.6,2227.38,480.29,105.62,1024,1,4.0,0.012,0.1126
5608.87,9747.7075,2502.01,264.71000000000004,2048,2,5.0,0.0332,0.3319
21070.19,9747.7075,7618.64,264.71000000000004,2048,2,5.0,0.0105,0.3319
14606.81,7215.1,4832.06,257.08,4096,6,4.0,0.0216,0.1944
35801.29,3106.74,5150.12,88.03,16384,2,3.0,0.0056,0.1598
146424.37624999997,2632.4,5624.66,63.16,16384,0,4.0,0.0408,0.1399
4991.68,2166.02,233.22,111.83,37888,3,5.0,0.0246,0.1005
20417.82,2817.48,2797.16,1.16,2048,1,5.0,0.0309,0.0136
40827.6,2992.92,3582.28,10.25,16384,3,7.0,0.0193,0.0793
8898.2,1806.01,1086.37,42.95,16384,0,2.0,0.0012,0.1979
50902.56,2684.44,7029.38,42.5,1024,2,2.0,0.0084,0.1952
37439.08,2029.66,1726.47,133.55,37888,3,3.0,0.0092,0.1561
53170.51,630.85,684.98,194.29,1024,6,5.0,0.0284,0.0184
26415.55,3736.48,1879.31,14.96,16384,2,8.0,0.0112,0.1668
63486.79,4170.67,1906.8,127.77,8192,1,5.0,0.0412,0.0537
88371.63,2982.58,9663.64875,106.72,8192,2,3.0,0.0211,0.0605
18594.63,1399.83,815.14,110.04,16384,2,4.0,0.0369,0.1153
86299.38,9747.7075,1994.69,264.71000000000004,1024,1,6.0,0.0322,0.3319
16083.52,2302.33,4708.75,4.86,4096,5,3.0,0.0114,0.185
93336.44,3623.74,3815.65,93.46,16384,2,6.0,0.0353,0.0716
38669.03,2066.52,2731.16,44.11,1024,0,0.0,0.0097,0.1373
1075.45,2485.47,3315.87,130.5,16384,1,5.0,0.0488,0.0582
7910.59,1260.6,3812.34,134.16,8192,1,6.0,0.041,0.1655
61542.86,705.43,1049.38,62.33,4096,3,3.0,0.049,0.0074
30400.12,2535.9,3618.38,84.16,8192,1,3.0,0.0312,0.1344
7697.91,9747.7075,1953.79,80.47,37888,4,1.0,0.0062,0.0965
51203.42,9747.7075,3075.5,264.71000000000004,16384,3,1.0,0.0203,0.3319
82823.8,9544.5,5710.19,129.55,37888,1,6.0,0.0073,0.0606
102001.17,9747.7075,4829.84,264.71000000000004,1024,1,9.0,0.0077,0.3319
48810.76,1152.09,3176.78,68.79,1024,1,9.0,0.0402,0.079
30909.56,1981.34,3390.89,101.07,16384,6,5.0,0.0368,0.0748
6896.31,1539.06,2831.86,116.6,37888,2,5.0,0.0134,0.1053
31014.68,4473.4,2370.95,204.54,16384,6,9.0,0.0075,0.103
42193.04,3901.5,6523.81,54.61,2048,5,6.0,0.0205,0.0229
39978.69,5366.08,2727.63,264.71000000000004,8192,6,5.0,0.0047,0.111
146424.37624999997,4918.86,8119.56,140.49,1024,2,7.0,0.043,0.1011
17531.64,3387.96,6174.22,31.16,8192,2,5.0,0.07894999999999999,0.0561
2670.08,7982.46,5496.99,134.93,1024,6,2.0,0.0385,0.0772
64529.93,2406.61,2397.77,222.95,37888,6,5.0,0.0428,0.0329
75644.91,2572.07,5914.89,144.41,16384,1,6.0,0.0217,0.061
137885.11,890.98,1394.65,121.91,8192,1,5.0,0.0304,0.137
45690.31,1940.68,3882.67,100.13,37888,0,5.0,0.0017,0.0457
74412.1,7004.97,3980.3,86.4,2048,1,4.0,0.0189,0.0077
7303.35,4313.45,2796.55,133.46,4096,2,3.0,0.0137,0.023
24585.67,9747.7075,7112.98,264.71000000000004,37888,2,8.0,0.0048,0.3319
1401.64,2635.07,2117.12,105.29,37888,2,3.0,0.042,0.1804
10402.64,4670.34,1375.3,96.16,2048,6,4.0,0.02,0.1881
51687.59,1356.05,1272.82,21.26,16384,1,6.0,0.0205,0.0769
2387.29,759.56,4347.37,66.65,16384,1,5.0,0.0256,0.0368
8506.64,8360.51,536.72,78.36,16384,2,5.0,0.0434,0.1568
82252.46,9747.7075,2967.77,264.71000000000004,1024,3,2.0,0.0379,0.3319
22561.08,779.31,3378.23,45.25,37888,3,6.0,0.0374,0.0346
57092.13,852.35,2526.38,140.58,2048,2,3.0,0.0275,0.1725
17504.51,1638.6,9663.64875,107.24,1024,0,5.0,0.009,0.0542
119944.93,1534.45,1228.95,138.38,16384,5,7.0,0.0135,0.1632
118404.79,3184.43,295.28,214.8,16384,6,3.0,0.0116,0.1551
14233.24,254.51,2687.11,24.79,37888,1,5.0,0.035,0.0193
66753.27,1076.12,4436.78,77.73,1024,2,5.0,0.0074,0.1046
146424.37624999997,9747.7075,4166.16,264.71000000000004,2048,4,4.0,0.0367,0.3319
27332.96,3844.83,9329.69,145.46,16384,2,4.0,0.0262,0.1597
32638.8,4600.71,2647.0,95.28,37888,0,3.0,0.0286,0.0571
49245.07,3746.87,5633.46,38.28,4096,2,5.0,0.0192,0.1104
81807.26,1508.06,6122.22,95.96,16384,4,3.0,0.0436,0.1792
15963.77,1587.33,3149.38,148.79,37888,0,7.0,0.07894999999999999,0.1239
1039.15,4055.23,1755.04,68.47,4096,3,1.0,0.0114,0.0328
17670.37,2498.01,7623.12,148.22,37888,2,5.0,0.0004,0.0084
130316.83,4614.29,1622.61,97.87,2048,1,3.0,0.037,0.1311
3582.31,447.53,4165.33,5.67,16384,5,6.0,0.0004,0.0095
2988.3,881.65,2760.09,88.44,2048,2,3.0,0.0021,0.0248
71482.3,9747.7075,7776.2,221.88,16384,2,7.0,0.027,0.3319
24883.37,3810.4,1777.64,264.71000000000004,4096,6,8.0,0.0202,0.1361
18505.19,9747.7075,3682.72,264.71000000000004,16384,4,8.0,0.0048,0.3319
13098.4,3478.64,1995.07,73.17,2048,1,10.0,0.0106,0.1182
1014.63,1389.79,83.49,46.17,1024,0,1.0,0.0235,0.1527
4229.61,1242.17,403.5,14.06,1024,3,5.0,0.0226,0.0782
