"Duree_Connexion","Octets_Source_Vers_Dest","Octets_Dest_Vers_Source","Taux_Paquets_Secondes","Fenetre_TCP_Moyenne","Ports_Dest_Distincts","Connexions_Simultanees","Taux_Erreur_CheckSum","Frequence_SYN_Flags","Statut_Menace"
11994.93,2780.35,1016.95,38.02,65535,4,4,0.376,0.1481,"3"
13565.73,4308.55,3099.74,51.02,1024,3,4,0.0132,0.0902,"0"
13818.02,2395.94,5596.4,21.4,1024,0,8,0.0237,0.1415,"0"
100290.36,2910.16,1106.7,169.44,65535,50,3,0.0253,0.0265,"1"
72088.96,1727.38,2326.65,112.3,1024,3,3,0.0119,0.0792,"0"
18958.53,67673.56,6180.08,746.02,1024,3,7,8e-04,0.8859,"2"
50781.66,4553.37,1808.36,20.44,1024,1,4,0.0341,0.1402,"0"
114716.24,4064.35,7417.72,117.1,8192,0,3,0.025,0.02,"0"
35214.97,14625.1,10075.69,367.61,4096,0,4,0.0204,0.9178,"2"
1661.99,67031.94,2355.66,790.73,2048,2,8,4e-04,0.9806,"2"
22396.89,1211.21,387.15,115.34,4096,3,2,0.0419,0.1528,"0"
11994.64,1093.18,1313.4,95.02,16384,4,8,0.0366,0.0193,"0"
14640.3,10533.2,9497.74,35.1,1024,1,7,0.0224,0.0445,"0"
40929.79,2119.52,3084.58,142.26,4096,1,2,0.0143,0.0438,"0"
51320.02,4043.02,4085.91,77.42,1024,5,6,0.0317,0.0427,"0"
78985.63,2740.65,6123.53,98.82,1024,2,8,0.0374,0.1156,"0"
86491.29,1734.49,1767.68,126.02,1024,3,5,0.0145,0.0051,"0"
13244.7,3406.23,1490.87,54.84,8192,0,6,0.0278,0.0157,"0"
16900.94,2564.62,2546.39,103.62,2048,1,3,0.0106,0.0331,"0"
5520.61,1696.58,4801.24,139.07,1024,2,6,0.0261,0.1855,"0"
139073.51,2538.39,9742.75,94.63,4096,0,6,0.0294,0.0763,"0"
71519.07,2936.08,1526.88,89.53,65535,1,4,0.0134,0.1646,"0"
57520.36,1592.93,2211.21,21.43,8192,2,4,0.0486,0.126,"0"
11310.71,6584.26,1781.16,54.93,16384,2,4,0.0068,0.1111,"0"
83896.7,86772.85,2528.83,585.98,8192,3,5,0.0355,0.7609,"2"
23877.2,4478.41,9628.92,46.07,4096,3,4,0.0068,0.0959,"0"
10729.05,2076.01,332.77,53.49,65535,190,2,0.0448,0.0842,"1"
62514.39,771.77,9972.36,167.82,8192,138,12,0.0052,0.0037,"1"
3203.03,2203.42,2979.67,28.27,65535,0,2,0.0193,0.1448,"0"
15492.12,939.23,3543.98,104.67,65535,1,5,0.0079,0.0603,"0"
49831.15,1131.63,2649.46,54.28,65535,2,8,0.0412,0.0239,"0"
4498.76,2992.69,2252.27,76.27,4096,107,4,0.0464,0.1412,"1"
40675.3,192.66,4698.87,108.71,1024,1,7,0.0361,0.0449,"0"
84156.45,1017.21,7608.38,125.73,1024,2,0,0.0109,0.121,"0"
15090.69,1890.8,3178.21,253.81,65535,128,1,0.0036,0.1608,"1"
33459.58,8836.58,4452.58,58.96,16384,0,7,0.0121,0.1388,"0"
37139.31,1459.45,2760.15,81.34,16384,3,4,0.0285,0.0385,"0"
51806.75,2272.99,4593.16,107.6,4096,42,7,0.0482,0.1255,"1"
55190.91,56518.84,8052.52,938.07,16384,2,1,0.0384,0.9313,"2"
94953.29,4323.59,674.04,87.84,8192,2,8,0.0359,0.0282,"0"
17325.27,2230.28,4136.05,2.28,4096,0,8,0.0283,0.0313,"0"
253137.3,1539.1,2996.51,60.32,65535,3,2,0.0168,0.0119,"0"
45799.56,3119.03,848.79,62.51,16384,2,5,0.0093,8e-04,"0"
6885.76,2187.61,4975.88,85.58,16384,4,3,0.0175,0.1222,"0"
98563.74,1561.93,4454.44,112.46,65535,3,5,0.0171,0.1848,"0"
28096.56,4685.74,2364.23,67.25,4096,0,5,0.1879,0.028,"3"
24918.24,2294.17,8463.42,105.36,65535,0,11,0.0275,0.1517,"0"
2795.85,2271.61,2191.68,278.3,4096,82,7,0.0041,0.1386,"1"
86939.54,2298.95,1347.5,52.03,8192,6,5,0.0046,0.0133,"0"
6490.33,2985.26,6630.8,43.05,1024,5,4,0.0411,0.1713,"0"
118478.55,1043.17,3123.16,142.29,8192,3,6,5e-04,0.0781,"0"
90556.47,2923.95,1912.18,143.66,4096,0,7,0.0082,0.1378,"0"
18604.26,1420.53,4425.61,224.58,1024,171,3,0.0319,0.0043,"1"
11042.08,9505.78,2632.38,86.81,2048,2,4,0.0131,0.0214,"0"
93133.85,83316.02,29.05,577.84,16384,1,7,0.0289,0.8078,"2"
4209.07,2951.97,1663.95,57.31,2048,0,11,0.0254,0.0651,"0"
23378.3,2448.07,8923.67,30.14,1024,3,6,0.0266,0.0837,"0"
165240.66,2286.94,1948.03,65.01,4096,2,5,0.0393,0.0186,"0"
23383.92,4951,16097.96,127.14,4096,4,4,0.0091,0.1013,"0"
13920.63,2673.77,4140,121.9,4096,1,8,5e-04,0.0546,"0"
8418.81,5764.09,3323.1,161.24,16384,145,3,0.039,0.0701,"1"
57056.04,2630.26,990.79,24.6,16384,1,5,0.0054,0.1135,"0"
123588.98,675.1,3078.42,105.94,16384,3,2,0.0059,0.1922,"0"
38683.59,4111.07,12744.99,45.28,1024,1,4,0.0203,0.1262,"0"
19192.6,799.98,2794.61,115.19,1024,0,2,0.0049,0.0484,"0"
1641.59,2209.92,6185.09,136.29,16384,1,4,0.0133,0.0051,"0"
97879.33,155.66,1747.2,134.22,8192,1,6,0.0231,0.101,"0"
27739.9,3607.79,1900.79,29.82,65535,2,3,0.0286,0.0602,"0"
23355.91,921.2,346.12,90.62,8192,3,7,0.0225,0.196,"0"
18469.62,4067.96,1605.98,39.28,8192,2,3,0.0123,0.0795,"0"
86605.95,2472.81,2872.74,88.73,8192,79,5,0.0088,0.1188,"1"
44502.52,1341.58,1205.39,127.24,65535,1,6,0.0361,0.031,"0"
36314.9,7187.8,815.37,103.47,2048,3,3,5e-04,0.0054,"0"
12796.09,3147.2,8216.73,16.77,65535,3,1,0.3265,0.0063,"3"
2879.05,3357.19,896.38,83.31,1024,1,9,0.0223,0.1245,"0"
9112.4,4713.66,3926.94,30.02,2048,3,2,0.0226,0.0383,"0"
67286.02,1786.18,2703.13,124.5,4096,0,4,0.0376,0.1308,"0"
37738.18,652.62,3570.77,82,65535,3,9,0.0424,0.1352,"0"
46472.09,3069.91,3121.99,97.54,65535,5,7,0.0262,0.1336,"0"
14786.73,2976.62,3129.69,63.64,8192,3,4,0.1899,0.0777,"3"
18379.37,80454.86,1074.02,735.75,16384,0,5,0.0225,0.8728,"2"
28054.16,4794.83,9471.41,3.37,16384,1,6,0.0437,0.178,"0"
75333.07,3885.94,1115.47,119.26,16384,3,9,0.0172,0.1935,"0"
1625.42,13362.95,4905.14,652.12,4096,2,3,0.0107,0.8786,"2"
78075.95,9481.46,5194.97,122.1,4096,0,4,0.0186,0.0288,"0"
24270.72,3282.12,1402.19,9.82,65535,2,7,0.0228,0.0475,"0"
34640.76,5627.89,1047.09,84.05,2048,0,5,0.0453,0.1873,"0"
41330.54,4127.45,3615.73,121.87,65535,2,5,0.0356,0.1308,"0"
17064.74,1530.99,1677.89,105.58,65535,4,4,0.008,0.1949,"0"
38141.81,4277.48,4376.95,NA,65535,3,6,0.0214,0.0934,"0"
23515.75,3594.89,13298.24,148.71,16384,1,4,8e-04,0.0068,"0"
14460.12,6656.69,1084.65,148.42,65535,1,3,0.0379,0.0965,"0"
38203.67,2362.16,5051.7,50.65,8192,2,10,0.0407,0.0102,"0"
43165.05,2698.22,3476.07,11.82,4096,1,6,0.0195,0.0982,"0"
1766.36,37973.34,1243.95,850.06,16384,5,7,0.0476,0.9208,"2"
55094.61,1353.21,1979.97,77.77,8192,96,3,0.0416,0.0378,"1"
43258.04,2542.55,1122.61,179.72,8192,73,5,0.0485,0.184,"1"
6127,7417.52,2852.35,75.77,8192,3,3,0.0112,0.1733,"0"
35694.36,1096.75,440.13,269.16,8192,127,5,0.0089,0.1835,"1"
15145.83,2698.25,1791.45,138.28,2048,2,6,0.0276,0.1736,"0"
1798.34,1966.15,5548.69,60.79,16384,5,3,0.0499,0.0912,"0"
124463.17,3388.64,248.6,24.85,8192,1,4,0.0312,0.129,"0"
22745,1782.76,4858.91,11.01,65535,1,2,0.2546,0.0395,"3"
69893.55,1023.98,2083.83,44.14,8192,3,8,0.0446,0.0978,"0"
210.98,1647.99,1937.82,149.21,1024,50,6,0.0266,0.1219,"1"
234578.27,1353.45,2566.6,132.61,1024,2,3,0.0448,0.1546,"0"
47580.32,7286.34,4474.9,146.54,1024,3,6,0.0312,0.0153,"0"
37480.89,3367.24,1502.32,35.3,2048,3,6,0.0106,0.003,"0"
28508.53,3931.34,6880.48,100.73,65535,1,7,0.2035,0.0562,"3"
1655.11,1578.77,3073.22,122.38,65535,2,7,0.0123,0.17,"0"
2296.04,2479.02,829.84,105.19,65535,1,5,0.017,0.0641,"0"
66151.85,2866.08,2605.06,31.17,4096,1,4,0.0092,0.1384,"0"
47025.33,8019.84,7050.45,135.9,16384,3,4,0.0356,0.0521,"0"
3456.52,4829.09,2395.69,138.02,2048,3,2,0.0037,0.0406,"0"
233988.67,9030.43,3065.87,135.62,1024,1,5,0.0462,0.0281,"0"
26097.39,4684.24,1035.01,140.18,4096,0,6,0.0347,0.0307,"0"
28466.28,1388.27,847.43,141.38,65535,3,3,0.1909,0.0299,"3"
396.22,2033.79,1176.97,98.44,8192,1,5,0.0366,0.1443,"0"
72108.61,5333.71,5721.78,64.53,65535,4,8,0.0373,0.0628,"0"
31862.27,2731.82,940.18,65.76,8192,3,9,0.0109,0.1877,"0"
3795.57,4999.9,1982.16,56.45,16384,191,4,0.0368,0.1952,"1"
17090.04,1117.14,1439.88,149.04,1024,1,3,0.3708,0.111,"3"
8032.32,2513.8,6318.7,148.63,1024,2,8,0.2632,0.1667,"3"
108218.64,4972.95,775.72,147.1,65535,3,6,0.023,0.0052,"0"
36486.16,1368.24,2923.66,7.52,1024,2,0,0.0255,0.0945,"0"
35932.89,2529.19,3021.49,147.29,1024,4,3,0.0269,0.1735,"0"
47012.01,5716.23,2731.74,76,1024,20,3,0.0207,0.1807,"1"
63472.2,2591.07,2762.96,124.45,8192,2,7,0.0347,0.0347,"0"
232.18,2411.09,665.81,120.95,4096,2,6,0.0071,0.1729,"0"
12029.13,421.53,3126.12,35.37,65535,3,5,0.0485,0.1446,"0"
26150.07,2774.63,5439.24,100.77,4096,1,5,0.1059,0.0988,"3"
21620.52,3032.1,4478,38.44,65535,3,4,0.2109,0.1151,"3"
32200.34,3575.68,1428.9,133.17,4096,1,3,0.0043,0.1832,"0"
2077.49,1499.94,2360.27,62.85,16384,3,7,0.0246,0.0659,"0"
207816.66,5914.93,359.86,101.31,1024,1,2,0.0375,0.176,"0"
172183.51,2096.63,4121.63,60.06,65535,51,10,0.0424,0.0035,"1"
21113.68,1454.56,3618.43,106.26,65535,2,10,0.0131,0.1671,"0"
1091.67,569.32,3855.51,12.41,2048,1,10,0.0129,0.0506,"0"
20718.88,3766.94,488.38,92.03,16384,1,3,0.0434,0.0903,"0"
20944.42,3684.31,2539.29,133.71,1024,2,3,0.2155,0.1799,"3"
42415.5,4932.08,1889.45,79.85,16384,77,7,0.0322,0.1908,"1"
12709.38,2486.03,1865.1,50.53,4096,1,7,0.0238,0.1323,"0"
21583.7,4920.24,6637.36,281.95,1024,148,7,0.0265,0.1348,"1"
103803.12,5292.6,2819.46,101.37,8192,2,6,0.0084,0.0166,"0"
91659.26,3282.2,6623.23,105.92,65535,3,8,0.0331,0.0982,"0"
21210.2,5029.1,1023.98,121.34,65535,4,6,0.0023,0.0031,"0"
94379.21,2797.35,2822.39,51.89,16384,2,5,0.018,0.1706,"0"
177433.21,76300.41,12109.61,724.23,65535,4,8,0.0055,0.8212,"2"
79970.42,1994.42,322.54,140.74,65535,1,6,0.04,0.1882,"0"
4156.98,2005.12,2849.21,67.82,1024,1,6,0.0014,0.0705,"0"
24474.95,3656.56,3300.55,60.48,4096,1,6,0.0164,0.101,"0"
14937.58,4839.8,6320.23,11.79,65535,3,1,0.0383,0.1929,"0"
93531.4,676.32,5318.22,64.82,16384,3,3,0.0098,0.1151,"0"
18675.19,10447.11,66.66,67.57,4096,2,9,0.0244,0.0914,"0"
138371.94,997.87,2728.26,143.33,4096,1,5,0,0.031,"0"
155691.62,6159.51,1560.18,47.48,8192,0,8,0.0483,0.0823,"0"
95223.84,5674.3,3483.4,121.43,8192,2,8,0.0135,0.1432,"0"
408.33,1710.73,4848.13,89.98,1024,2,2,0.0377,0.0454,"0"
84216.02,3075.66,3036.01,296.59,2048,48,5,0.0345,0.1355,"1"
115391.12,2883.46,1632.8,118.31,65535,3,7,0.0287,0.0039,"0"
90512.75,634.36,187.76,18.21,65535,2,4,0.0249,0.1236,"0"
152667.42,1986.19,1272.1,89.21,1024,1,7,0.0413,0.0753,"0"
69849.95,1154.73,2770.02,66.44,65535,1,3,0.0308,0.1703,"0"
143776.74,1973.57,2264.08,30.67,16384,2,2,0.0013,0.1372,"0"
104905.35,3829.34,1465.1,100.07,65535,2,4,0.0111,0.1128,"0"
2499.45,269.12,843.31,145.44,1024,3,6,0.0016,0.0063,"0"
12005.92,5038.93,7872.19,131.33,4096,111,6,0.0123,0.0263,"1"
191832.08,2545.27,6421.36,294.23,2048,27,5,0.0073,0.1161,"1"
10254.42,2493.64,621.07,234.99,16384,126,4,6e-04,0.1582,"1"
60804.48,2063.25,2397.18,132.06,8192,2,8,0.0228,0.1421,"0"
9632.51,3201.16,1995.72,244.73,16384,158,3,0.0319,0.0835,"1"
21661.25,3671.9,2435.26,237.72,16384,104,2,0.0499,0.054,"1"
15120.46,52904.96,5131.99,605.69,8192,1,6,0.0326,0.9831,"2"
4325.95,1057.88,6448.39,79.94,2048,0,1,0.0122,0.017,"0"
114275.28,2955.59,3066,92.56,65535,2,3,0.028,0.0492,"0"
138970.51,92947.86,1550.31,232.82,4096,3,6,0.024,0.7779,"2"
126.86,4941.74,4032.88,79.19,8192,0,7,0.0274,0.1978,"0"
46728.57,2725.75,5145.9,119.61,1024,1,4,0.0335,0.0216,"0"
21201.17,864.15,7665.83,61.87,65535,1,7,0.014,0.1878,"0"
14088.86,761.49,5235.59,128.08,2048,1,6,0.0326,0.1979,"0"
52426.31,2924.97,11085.09,84.48,65535,2,7,0.034,0.198,"0"
34168.04,80797.91,1238.65,715.79,8192,3,4,0.0376,0.8975,"2"
117973.52,2198.34,1045.69,70.15,4096,2,2,0.0247,0.1804,"0"
28601.87,3277.1,12926.65,94.31,65535,4,5,0.0317,0.0586,"0"
8673.55,2710.58,1062.48,103.01,65535,1,5,0.033,0.0554,"0"
28528.35,6075.52,5899.01,65,4096,0,7,0.0335,0.0772,"0"
12571.32,2407.15,1612.61,65.17,2048,120,3,0.0497,0.0254,"1"
6027.8,2009.88,1417.78,30.24,8192,2,8,0.0186,0.1061,"0"
47616.55,32926.5,2840.21,453.19,16384,0,2,0.017,0.9442,"2"
17572.54,276.27,5922.04,100.36,2048,2,7,0.0312,0.0057,"0"
1043.51,1727.63,4985.63,26.34,8192,1,6,1e-04,0.1994,"0"
15646.31,5735.17,165.29,75.59,2048,4,4,0.1866,0.055,"3"
26538.98,2448.41,4016.76,27.35,4096,1,7,0.0293,0.0291,"0"
42203.32,3632.52,4589.09,14.72,8192,1,6,0.0129,0.0504,"0"
4738.25,1009.46,818.71,51.05,4096,1,5,0.0327,0.12,"0"
75464.12,2163.57,1918.81,126.21,1024,0,7,0.015,0.0549,"0"
99627.1,6111.72,3189.41,13.27,8192,4,7,0.0413,0.0355,"0"
16387.44,4936.68,3641.91,19.69,4096,2,1,0.3453,0.1021,"3"
41660.5,1488.03,5616.81,51.11,65535,65,8,0.0194,0.1645,"1"
26471.25,4980.18,4264.24,92,4096,23,3,0.0241,0.0446,"1"
61330.24,2901.36,4100.27,64.14,16384,1,6,0.049,0.1245,"0"
66941.26,3185.33,2748.68,136.45,1024,0,3,0.016,0.1982,"0"
34984.99,991.63,3825.55,110.68,4096,1,2,0.0353,0.0734,"0"
37915.87,677.77,1495.97,79.99,4096,1,2,0.028,0.0771,"0"
13144.27,2544.98,1424.85,19.24,8192,0,6,0.037,0.1557,"0"
30932.31,3455.11,5463.38,119.35,2048,2,7,0.0214,0.187,"0"
85799.1,3148.7,2744.84,103.37,16384,0,7,0.0184,0.1558,"0"
7325.72,62184.6,841.85,877.09,65535,4,5,0.0065,0.8686,"2"
22930.47,973.73,663.33,106.54,16384,4,3,0.0069,0.043,"0"
25487.4,63022.82,1563.51,779.11,4096,3,4,0.0119,0.7659,"2"
95546.71,2319.59,2471.2,66.02,8192,3,5,0.0388,0.0791,"0"
5774.76,41258.07,1087.27,834.46,65535,0,9,0.0336,0.7789,"2"
24480.66,2441.63,5662.19,140.16,2048,1,9,0.1534,0.0626,"3"
12244.95,7148.93,1903.94,108.81,1024,1,10,0.0292,0.0902,"0"
16720.07,3992.11,514.94,112.71,16384,2,5,0.0384,0.1943,"0"
22808.76,11613.1,1020.64,907.56,16384,2,5,0.035,0.7466,"2"
21103.62,1446.66,11533.21,61.58,16384,2,6,0.0017,0.1214,"0"
9028.2,976.53,264.59,82.8,16384,106,7,0.0425,0.1859,"1"
5666.27,6841.75,2975.93,166.41,1024,78,5,0.0058,0.1064,"1"
65912.33,1608.08,606.08,205,16384,159,4,0.0172,0.199,"1"
68092.72,3030.55,2760.23,115.8,65535,0,4,0.033,0.0058,"0"
153207.6,4757.49,3840.22,107.16,65535,3,5,0.0462,0.0105,"0"
37984.19,2724.64,3555.13,238.53,16384,65,5,0.0091,0.1912,"1"
153322.45,1343.29,8727.64,61.98,8192,1,4,0.0469,0.0893,"0"
17790.48,7034.19,2245.16,46.27,16384,3,6,0.0044,0.0397,"0"
19958.07,8566.87,4583.14,17.67,4096,2,4,0.0108,0.1238,"0"
41097.81,2017.05,1290.94,112.06,8192,1,9,0.0216,0.196,"0"
36319.37,1800.41,3049.11,73.44,1024,2,9,0.0251,0.1047,"0"
81229.28,375.15,1144.19,105.4,8192,1,7,0.0486,0.0027,"0"
49980.46,2892.76,766.47,57.56,2048,173,2,6e-04,0.0255,"1"
28770.39,5972.75,7413.8,197.93,16384,113,6,0.0267,0.006,"1"
54749.72,4053.94,2125.01,51.76,65535,3,12,0.0259,0.1772,"0"
145256.03,4728.71,4134.54,93.19,2048,0,5,0.0274,0.1325,"0"
13724.24,1723.06,2957.02,69.87,8192,2,5,0.0378,0.1451,"0"
61887.71,2427.85,2510.31,50.88,1024,2,5,0.0418,0.001,"0"
1374.81,834.78,1439.1,125.21,16384,1,4,0.021,0.0542,"0"
54080.14,1022.19,3225.56,219,1024,180,5,0.0376,0.1465,"1"
47988.63,5574.48,1339.39,108.5,8192,2,3,0.0175,0.1529,"0"
24587.83,2038.41,2676.19,143.23,1024,2,4,0.0457,0.0734,"0"
6073.61,2617.58,3004.06,219.97,65535,120,5,0.024,0.0978,"1"
32848.74,1012.39,1703.79,9.36,16384,3,4,0.0134,0.1079,"0"
5571.18,1139.78,1034.2,7.42,2048,3,3,0.0407,0.0391,"0"
108522.71,138.44,2863.36,64.4,4096,1,4,0.0092,0.1674,"0"
50216.69,1566.25,4174.85,27.32,16384,4,4,0.0169,0.0425,"0"
16646.06,53655.27,895.41,537.2,2048,3,3,0.0146,0.894,"2"
3124.21,5575.95,1040.1,77.98,65535,0,3,0.0135,0.0207,"0"
8628.65,3810.26,2464.09,24.57,8192,0,5,0,0.1106,"0"
2258.07,2200.45,256.12,205.33,2048,155,5,0.0293,0.0714,"1"
9728.9,32912.96,2221.86,499.84,4096,3,4,0.0354,0.9676,"2"
18300.71,3695.91,2624.84,148.75,1024,0,3,0.0366,0.1163,"0"
33379.83,7429.09,5630.66,130.73,65535,121,6,0.0243,0.0891,"1"
32135.7,4181.01,1561.87,272.31,16384,30,3,0.0122,0.118,"1"
23305.98,5497.6,2166.65,94.72,16384,1,2,0.0373,0.1082,"0"
69395.77,636.41,4777.24,71.35,65535,2,2,0.0469,0.1441,"0"
17216.19,1218.91,885.09,51.43,16384,194,5,0.0212,0.141,"1"
1915.65,2515.49,2831.52,63.27,4096,1,8,0.0295,0.052,"0"
45428.7,70554.18,4488.84,514.73,65535,2,6,0.02,0.7995,"2"
4023.16,433.04,3407.12,18.54,1024,2,3,0.0483,0.174,"0"
5224.52,1579.13,623.25,10.33,65535,2,4,0.0261,0.0493,"0"
68963.82,10153.21,6325.55,7.4,16384,0,4,0.0129,0.108,"0"
10712.49,5832.75,1600.59,22.14,4096,6,9,0.0064,0.1881,"0"
55084.47,987.41,1354.74,28.86,2048,0,4,0.0298,0.1383,"0"
4995.08,2967.87,5040.43,28.66,2048,2,3,0.0493,0.0016,"0"
76026.62,3115.98,7233.71,66.68,4096,3,4,0.0275,0.0267,"0"
55756.77,3482.39,2599.17,26.42,4096,1,4,0.0098,0.0486,"0"
20243.89,48125.53,2874.55,412.55,8192,2,7,0.0351,0.963,"2"
51516.62,406.59,972.75,67.06,8192,2,7,0.0443,0.1705,"0"
81093.73,1331.06,1823.24,132.34,2048,3,6,0.0233,0.1892,"0"
107100.37,11549.83,6401.68,75.36,65535,2,5,0.0147,0.0422,"0"
37240.09,610.63,4752.38,129.07,2048,5,5,0.0207,0.0638,"0"
10165.78,1355.01,7436.79,110.54,1024,3,7,0.0182,0.0752,"0"
8596.15,4500.55,8250.16,54.6,65535,2,1,0.0017,0.115,"0"
11136,1450.61,356.9,46.76,1024,2,4,0.0106,0.1628,"0"
697.09,2737.97,3325.12,130.97,4096,2,5,0.0343,0.1577,"0"
63399.07,3503.48,1426.97,5.51,65535,2,5,0.0273,0.0017,"0"
44297.47,3364.36,1357.92,86.69,1024,1,3,0.013,0.128,"0"
56846.64,15875.96,3328.12,400.32,2048,0,3,0.0222,0.7436,"2"
6509.79,810.06,1675.83,60.03,8192,2,8,0.0247,0.0624,"0"
39003.52,2123.13,2155.7,30.82,4096,3,2,0.0047,0.0951,"0"
25688.48,2025.29,6272.46,49.59,2048,2,3,0.2413,0.0233,"3"
28859.81,4103.87,6078.98,67.45,16384,1,3,0.0416,0.0832,"0"
5533.33,8933.81,2287.21,83.05,2048,4,6,0.2775,0.1973,"3"
10906.76,4409.76,2370.13,96.15,4096,1,11,0.049,0.1974,"0"
137841.75,6352.46,488.65,39.11,1024,4,9,0.0127,0.0014,"0"
92579.39,12483.58,4773.65,192.75,4096,28,5,0.016,0.0776,"1"
59717.17,4806.28,3645.35,70.76,4096,3,5,0.0141,0.0313,"0"
537.17,6534.05,1472.21,87.05,8192,4,5,0.0437,0.1638,"0"
107069.31,6027.82,3877.22,40.87,8192,2,5,0.0177,0.074,"0"
95751.52,4156.3,1846.13,97.94,16384,1,5,0.0334,0.0538,"0"
49142.33,99841.08,49.21,395.89,8192,6,6,0.0486,0.832,"2"
65270.34,91778.65,2260.62,942.02,4096,2,5,0.0492,0.9244,"2"
74283.73,1793,3640.15,30.54,4096,1,4,0.0053,0.08,"0"
25129.97,1245.58,1518.56,11.55,4096,0,2,0.0377,0.0902,"0"
44501.54,1033.21,1585.82,22.54,2048,3,5,0.012,0.0504,"0"
23824.27,855.16,10055.84,90.77,4096,4,3,0.0087,0.1032,"0"
998.86,989.42,2791.25,26.76,65535,2,4,0.0372,0.1717,"0"
62399.26,2991.77,2849.86,31.07,16384,1,6,0.0303,0.0144,"0"
39582.42,2240.92,552.48,16.05,1024,0,4,0.0247,0.0739,"0"
46016.91,3439.16,1926,99.99,4096,1,4,0.0221,0.1294,"0"
138403.83,1344.53,2120.35,24.69,65535,3,6,0.0245,0.1224,"0"
16682.8,3415.13,3171.73,7.05,16384,1,5,0.1786,0.1529,"3"
23056.65,525.41,818.05,52.05,65535,5,5,0.0121,0.0122,"0"
29620.17,2608.81,2708.07,128.51,4096,2,5,0.0023,0.119,"0"
157171.3,14176.93,8076.41,802.81,65535,1,5,0.0156,0.8394,"2"
56614.98,1996.96,1130.64,93.38,8192,1,3,0.0416,0.1475,"0"
46859.35,92152.47,5040.3,750.03,4096,1,5,0.0258,0.8636,"2"
75386.02,1151.59,2745.48,143.34,8192,1,6,0.0281,0.0423,"0"
14630.9,1128.66,1592.63,105.85,1024,2,2,0.0475,0.1542,"0"
118.7,95227.86,3398.46,331.41,2048,1,8,0.033,0.9655,"2"
54615.93,2715.29,2275.24,57.85,4096,1,3,0.0443,0.1637,"0"
8141.42,7832.05,3946.62,125.73,4096,3,2,0.0112,0.0281,"0"
7803.32,6398.58,1679.22,24.68,1024,0,6,0.0166,0.1711,"0"
31762.25,1878.46,6498.94,141.79,65535,4,3,0.0165,0.0995,"0"
58005.03,1259.54,6285.63,76.44,65535,2,4,0.0318,0.02,"0"
173386.69,4806.57,3832.17,104.29,1024,1,3,2e-04,0.0053,"0"
42094.99,4190.64,3695.3,94.42,4096,1,1,0.0198,0.1882,"0"
11044.47,3346.68,4586.47,35.75,65535,1,2,0.0079,0.1195,"0"
45298.91,1921.3,905.66,67.91,4096,1,8,0.0276,0.114,"0"
53494.17,2920.99,1485.86,68.38,65535,1,4,0.0133,0.0351,"0"
80509.17,42540.93,10978.8,479.15,4096,2,2,0.0342,0.7834,"2"
48714.49,3916.44,2970.86,29.06,1024,2,2,0.0296,0.1576,"0"
53015.85,415.72,2083.22,58.5,8192,1,3,0.0279,0.0892,"0"
16485.99,2287.85,3798.5,21.96,65535,5,7,0.0121,0.0487,"0"
21844.05,2397.08,2782.72,24.9,4096,0,5,0.047,0.1245,"0"
9555.93,1966.37,2019.2,9.8,2048,2,5,0.0062,0.0612,"0"
37401.11,2372.31,3568.92,67.37,65535,1,8,0.0252,0.1925,"0"
49301.66,3576.42,3292.15,115.87,8192,5,5,0.0093,0.1395,"0"
5913.77,3500.61,2275.81,125.41,1024,3,4,0.0499,0.1582,"0"
21505.99,4523.55,673.82,285.09,1024,109,3,0.0181,0.0947,"1"
7126.29,4138.49,2020.22,30.69,1024,2,3,0.0253,0.1539,"0"
25418.84,5002.25,602.81,91.78,65535,3,5,0.0349,0.1896,"0"
17743.19,3329.03,2746.28,14.13,16384,3,4,0.0056,0.1731,"0"
3324.52,1267.2,869.65,30.69,16384,3,5,0.0145,0.0502,"0"
26561.83,2758.15,10184.91,31.94,16384,1,3,0.0413,0.0461,"0"
2680.36,1421.98,628.79,36.74,8192,2,4,0.05,0.1605,"0"
42268.22,4223.99,2497.29,122.76,1024,52,9,0.023,0.1993,"1"
47107.56,1429.41,3169.75,20.03,16384,0,4,0.0028,0.0477,"0"
18557.16,7498.42,7287.96,117.48,4096,2,5,0.0125,0.1859,"0"
160528.92,2899.96,6402.09,104.14,1024,1,2,0.0405,0.1687,"0"
47724.49,5101.95,2802.23,38.21,65535,1,1,0.0068,0.1519,"0"
6352.76,1252.04,4613.12,44.6,1024,1,6,0.3752,0.1834,"3"
2476.55,4936.91,5916.85,23.11,2048,2,7,0.0143,0.172,"0"
94759.78,2370.17,10183.96,103.16,2048,2,3,0.0135,0.1412,"0"
2652.63,5094.58,1502.84,103.84,1024,3,4,0.0246,0.1006,"0"
40389.99,672.47,9205.56,81.05,65535,1,1,0.022,0.112,"0"
103163.54,1018.32,1393.8,63.21,16384,1,7,0.0397,0.0282,"0"
106391.07,66235.26,10655.96,235.47,1024,1,6,0.0272,0.9005,"2"
70013.92,1771.33,3943.3,96.17,2048,3,6,0.0425,0.0408,"0"
74915.7,2203.94,1639.7,39.39,65535,3,1,0.0109,0.0858,"0"
47709.88,2081.6,2978.59,23.45,2048,4,2,0.0234,0.0146,"0"
100312.61,682.52,481.16,118.38,16384,1,4,0.041,0.121,"0"
